"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","CONRESE","01-Aug-2023","29","2.53"
"MRP","PRIRESA","01-Aug-2023","29","0.55"
"MRP","PRIRESB","01-Aug-2023","29","0.47"
"MRP","PRIRESC","01-Aug-2023","29","0.41"
"MRP","PRIRESD","01-Aug-2023","29","0.33"
"MRP","PRIRESE","01-Aug-2023","29","0.14"
"MRP","CONRESA","01-Aug-2023","30","25.00"
"MRP","CONRESB","01-Aug-2023","30","21.25"
"MRP","CONRESC","01-Aug-2023","30","18.75"
"MRP","CONRESD","01-Aug-2023","30","15.00"
"MRP","CONRESE","01-Aug-2023","30","6.25"
"MRP","PRIRESA","01-Aug-2023","30","0.55"
"MRP","PRIRESB","01-Aug-2023","30","0.47"
"MRP","PRIRESC","01-Aug-2023","30","0.41"
"MRP","PRIRESD","01-Aug-2023","30","0.33"
"MRP","PRIRESE","01-Aug-2023","30","0.14"
"MRP","CONRESA","01-Aug-2023","31","35.00"
"MRP","CONRESB","01-Aug-2023","31","29.75"
"MRP","CONRESC","01-Aug-2023","31","26.25"
"MRP","CONRESD","01-Aug-2023","31","21.00"
"MRP","CONRESE","01-Aug-2023","31","8.75"
"MRP","PRIRESA","01-Aug-2023","31","0.55"
"MRP","PRIRESB","01-Aug-2023","31","0.47"
"MRP","PRIRESC","01-Aug-2023","31","0.41"
"MRP","PRIRESD","01-Aug-2023","31","0.33"
"MRP","PRIRESE","01-Aug-2023","31","0.14"
"MRP","CONRESA","01-Aug-2023","32","25.00"
"MRP","CONRESB","01-Aug-2023","32","21.25"
"MRP","CONRESC","01-Aug-2023","32","18.75"
"MRP","CONRESD","01-Aug-2023","32","15.00"
"MRP","CONRESE","01-Aug-2023","32","6.25"
"MRP","PRIRESA","01-Aug-2023","32","0.55"
"MRP","PRIRESB","01-Aug-2023","32","0.47"
"MRP","PRIRESC","01-Aug-2023","32","0.41"
"MRP","PRIRESD","01-Aug-2023","32","0.33"
"MRP","PRIRESE","01-Aug-2023","32","0.14"
"MRP","CONRESA","01-Aug-2023","33","35.00"
"MRP","CONRESB","01-Aug-2023","33","29.75"
"MRP","CONRESC","01-Aug-2023","33","26.25"
"MRP","CONRESD","01-Aug-2023","33","21.00"
"MRP","CONRESE","01-Aug-2023","33","8.75"
"MRP","PRIRESA","01-Aug-2023","33","0.55"
"MRP","PRIRESB","01-Aug-2023","33","0.47"
"MRP","PRIRESC","01-Aug-2023","33","0.41"
"MRP","PRIRESD","01-Aug-2023","33","0.33"
"MRP","PRIRESE","01-Aug-2023","33","0.14"
"MRP","CONRESA","01-Aug-2023","34","65.44"
"MRP","CONRESB","01-Aug-2023","34","55.62"
"MRP","CONRESC","01-Aug-2023","34","49.08"
"MRP","CONRESD","01-Aug-2023","34","39.26"
"MRP","CONRESE","01-Aug-2023","34","16.36"
"MRP","PRIRESA","01-Aug-2023","34","0.55"
"MRP","PRIRESB","01-Aug-2023","34","0.47"
"MRP","PRIRESC","01-Aug-2023","34","0.41"
"MRP","PRIRESD","01-Aug-2023","34","0.33"
"MRP","PRIRESE","01-Aug-2023","34","0.14"
"MRP","CONRESA","01-Aug-2023","35","50.00"
"MRP","CONRESB","01-Aug-2023","35","42.50"
"MRP","CONRESC","01-Aug-2023","35","37.50"
"MRP","CONRESD","01-Aug-2023","35","30.00"
"MRP","CONRESE","01-Aug-2023","35","12.50"
"MRP","PRIRESA","01-Aug-2023","35","0.55"
"MRP","PRIRESB","01-Aug-2023","35","0.47"
"MRP","PRIRESC","01-Aug-2023","35","0.41"
"MRP","PRIRESD","01-Aug-2023","35","0.33"
"MRP","PRIRESE","01-Aug-2023","35","0.14"
"MRP","CONRESA","01-Aug-2023","36","43.00"
"MRP","CONRESB","01-Aug-2023","36","36.55"
"MRP","CONRESC","01-Aug-2023","36","32.25"
"MRP","CONRESD","01-Aug-2023","36","25.80"
"MRP","CONRESE","01-Aug-2023","36","10.75"
