"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","06-Feb-2024","3","9.80"
"MFP","06-Feb-2024","4","9.80"
"MFP","06-Feb-2024","5","9.80"
"MFP","06-Feb-2024","6","9.80"
"MFP","06-Feb-2024","7","9.80"
"MFP","06-Feb-2024","8","9.80"
"MFP","06-Feb-2024","9","9.80"
"MFP","06-Feb-2024","10","9.80"
"MFP","06-Feb-2024","11","9.80"
"MFP","06-Feb-2024","12","15.00"
"MFP","06-Feb-2024","13","10.00"
"MFP","06-Feb-2024","14","11.11"
"MFP","06-Feb-2024","15","22.22"
"MFP","06-Feb-2024","16","15.00"
"MFP","06-Feb-2024","17","10.00"
"MFP","06-Feb-2024","18","18.61"
"MFP","06-Feb-2024","19","17.11"
"MFP","06-Feb-2024","20","19.90"
"MFP","06-Feb-2024","21","15.00"
"MFP","06-Feb-2024","22","15.00"
"MFP","06-Feb-2024","23","11.11"
"MFP","06-Feb-2024","24","15.00"
"MFP","06-Feb-2024","25","15.00"
"MFP","06-Feb-2024","26","15.00"
"MFP","06-Feb-2024","27","15.00"
"MFP","06-Feb-2024","28","15.00"
"MFP","06-Feb-2024","29","15.00"
"MFP","06-Feb-2024","30","15.00"
"MFP","06-Feb-2024","31","15.00"
"MFP","06-Feb-2024","32","15.00"
"MFP","06-Feb-2024","33","15.00"
"MFP","06-Feb-2024","34","22.41"
"MFP","06-Feb-2024","35","22.41"
"MFP","06-Feb-2024","36","20.34"
"MFP","06-Feb-2024","37","24.68"
"MFP","06-Feb-2024","38","22.22"
"MFP","06-Feb-2024","39","33.33"
"MFP","06-Feb-2024","40","24.68"
"MFP","06-Feb-2024","41","22.22"
"MFP","06-Feb-2024","42","24.68"
"MFP","06-Feb-2024","43","22.22"
"MFP","06-Feb-2024","44","15.00"
"MFP","06-Feb-2024","45","10.00"
"MFP","06-Feb-2024","46","10.00"
"MFP","06-Feb-2024","47","10.00"
"MFP","06-Feb-2024","48","10.00"
"MFP","07-Feb-2024","1","15.00"
"MFP","07-Feb-2024","2","15.00"
"MFP","07-Feb-2024","3","10.00"
"MFP","07-Feb-2024","4","10.00"
"MFP","07-Feb-2024","5","10.00"
"MFP","07-Feb-2024","6","10.00"
"MFP","07-Feb-2024","7","10.00"
"MFP","07-Feb-2024","8","10.00"
"MFP","07-Feb-2024","9","10.00"
"MFP","07-Feb-2024","10","10.00"
"MFP","07-Feb-2024","11","10.00"
"MFP","07-Feb-2024","12","15.00"
"MFP","07-Feb-2024","13","11.11"
"MFP","07-Feb-2024","14","15.00"
"MFP","07-Feb-2024","15","22.22"
"MFP","07-Feb-2024","16","15.00"
"MFP","07-Feb-2024","17","10.02"
"MFP","07-Feb-2024","18","18.83"
"MFP","07-Feb-2024","19","18.00"
"MFP","07-Feb-2024","20","19.90"
"MFP","07-Feb-2024","21","15.00"
"MFP","07-Feb-2024","22","15.00"
"MFP","07-Feb-2024","23","15.00"
"MFP","07-Feb-2024","24","15.00"
"MFP","07-Feb-2024","25","15.00"
"MFP","07-Feb-2024","26","15.00"
"MFP","07-Feb-2024","27","15.00"
"MFP","07-Feb-2024","28","15.00"
"MFP","07-Feb-2024","29","20.88"
"MFP","07-Feb-2024","30","20.37"
"MFP","07-Feb-2024","31","22.22"
"MFP","07-Feb-2024","32","24.68"
"MFP","07-Feb-2024","33","22.41"
"MFP","07-Feb-2024","34","22.22"
"MFP","07-Feb-2024","35","20.88"
"MFP","07-Feb-2024","36","23.12"
"MFP","07-Feb-2024","37","33.33"
"MFP","07-Feb-2024","38","33.33"
"MFP","07-Feb-2024","39","24.68"
"MFP","07-Feb-2024","40","31.45"
"MFP","07-Feb-2024","41","33.44"
"MFP","07-Feb-2024","42","33.33"
"MFP","07-Feb-2024","43","15.00"
"MFP","07-Feb-2024","44","15.00"
"MFP","07-Feb-2024","45","10.00"
"MFP","07-Feb-2024","46","10.00"
"MFP","07-Feb-2024","47","10.00"
"MFP","07-Feb-2024","48","10.00"
"MFP","08-Feb-2024","1","10.00"
"MFP","08-Feb-2024","2","10.00"
"MFP","08-Feb-2024","3","9.80"
"MFP","08-Feb-2024","4","10.00"
"MFP","08-Feb-2024","5","10.00"
"MFP","08-Feb-2024","6","9.80"
"MFP","08-Feb-2024","7","9.80"
"MFP","08-Feb-2024","8","10.00"
"MFP","08-Feb-2024","9","9.80"
"MFP","08-Feb-2024","10","9.80"
"MFP","08-Feb-2024","11","10.00"
"MFP","08-Feb-2024","12","10.00"
"MFP","08-Feb-2024","13","10.00"
"MFP","08-Feb-2024","14","11.11"
"MFP","08-Feb-2024","15","22.22"
"MFP","08-Feb-2024","16","15.00"
"MFP","08-Feb-2024","17","10.00"
"MFP","08-Feb-2024","18","18.78"
"MFP","08-Feb-2024","19","16.88"
"MFP","08-Feb-2024","20","18.61"
"MFP","08-Feb-2024","21","15.00"
"MFP","08-Feb-2024","22","15.00"
"MFP","08-Feb-2024","23","13.35"
"MFP","08-Feb-2024","24","11.11"
"MFP","08-Feb-2024","25","15.00"
"MFP","08-Feb-2024","26","15.00"
"MFP","08-Feb-2024","27","15.00"
"MFP","08-Feb-2024","28","15.00"
"MFP","08-Feb-2024","29","15.00"
"MFP","08-Feb-2024","30","15.00"
"MFP","08-Feb-2024","31","20.88"
"MFP","08-Feb-2024","32","15.00"
"MFP","08-Feb-2024","33","15.00"
"MFP","08-Feb-2024","34","15.00"
"MFP","08-Feb-2024","35","15.00"
"MFP","08-Feb-2024","36","15.00"
"MFP","08-Feb-2024","37","18.00"
"MFP","08-Feb-2024","38","15.00"
"MFP","08-Feb-2024","39","15.00"
"MFP","08-Feb-2024","40","15.00"
"MFP","08-Feb-2024","41","15.00"
"MFP","08-Feb-2024","42","15.00"
"MFP","08-Feb-2024","43","9.80"
"MFP","08-Feb-2024","44","9.80"
"MFP","08-Feb-2024","45","9.80"
"MFP","08-Feb-2024","46","9.80"
"MFP","08-Feb-2024","47","9.80"
"MFP","08-Feb-2024","48","9.80"
"MFP","09-Feb-2024","1","9.80"
"MFP","09-Feb-2024","2","9.80"
"MFP","09-Feb-2024","3","9.80"
"MFP","09-Feb-2024","4","9.80"
"MFP","09-Feb-2024","5","9.80"
"MFP","09-Feb-2024","6","9.80"
"MFP","09-Feb-2024","7","9.80"
"MFP","09-Feb-2024","8","9.80"
"MFP","09-Feb-2024","9","9.80"
"MFP","09-Feb-2024","10","9.80"
"MFP","09-Feb-2024","11","9.80"
"MFP","09-Feb-2024","12","9.80"
"MFP","09-Feb-2024","13","9.89"
"MFP","09-Feb-2024","14","14.64"
"MFP","09-Feb-2024","15","19.79"
"MFP","09-Feb-2024","16","24.11"
"MFP","09-Feb-2024","17","14.53"
"MFP","09-Feb-2024","18","24.68"
"MFP","09-Feb-2024","19","22.22"
"MFP","09-Feb-2024","20","22.67"
"MFP","09-Feb-2024","21","22.13"
"MFP","09-Feb-2024","22","17.11"
"MFP","09-Feb-2024","23","11.58"
"MFP","09-Feb-2024","24","9.84"
"MFP","09-Feb-2024","25","9.89"
"MFP","09-Feb-2024","26","9.84"
"MFP","09-Feb-2024","27","10.06"
"MFP","09-Feb-2024","28","10.00"
"MFP","09-Feb-2024","29","10.00"
"MFP","09-Feb-2024","30","9.86"
"MFP","09-Feb-2024","31","10.06"
"MFP","09-Feb-2024","32","10.81"
"MFP","09-Feb-2024","33","16.02"
"MFP","09-Feb-2024","34","15.52"
"MFP","09-Feb-2024","35","20.34"
"MFP","09-Feb-2024","36","12.71"
"MFP","09-Feb-2024","37","19.40"
"MFP","09-Feb-2024","38","11.84"
"MFP","09-Feb-2024","39","15.94"
"MFP","09-Feb-2024","40","10.62"
"MFP","09-Feb-2024","41","10.29"
"MFP","09-Feb-2024","42","10.29"
"MFP","09-Feb-2024","43","9.85"
"MFP","09-Feb-2024","44","9.80"
"MFP","09-Feb-2024","45","9.80"
"MFP","09-Feb-2024","46","9.80"
"MFP","09-Feb-2024","47","9.84"
"MFP","09-Feb-2024","48","9.80"
"MFP","10-Feb-2024","1","10.00"
"MFP","10-Feb-2024","2","9.80"
"MFP","10-Feb-2024","3","9.80"
"MFP","10-Feb-2024","4","9.80"
"MFP","10-Feb-2024","5","9.80"
"MFP","10-Feb-2024","6","9.80"
"MFP","10-Feb-2024","7","5.03"
"MFP","10-Feb-2024","8","5.03"
"MFP","10-Feb-2024","9","5.03"
"MFP","10-Feb-2024","10","9.80"
"MFP","10-Feb-2024","11","9.80"
"MFP","10-Feb-2024","12","10.00"
"MFP","10-Feb-2024","13","10.00"
"MFP","10-Feb-2024","14","15.00"
"MFP","10-Feb-2024","15","24.68"
"MFP","10-Feb-2024","16","15.00"
"MFP","10-Feb-2024","17","10.00"
"MFP","10-Feb-2024","18","22.22"
"MFP","10-Feb-2024","19","10.00"
"MFP","10-Feb-2024","20","10.00"
"MFP","10-Feb-2024","21","10.00"
"MFP","10-Feb-2024","22","10.00"
"MFP","10-Feb-2024","23","9.80"
"MFP","10-Feb-2024","24","9.80"
"MFP","10-Feb-2024","25","10.00"
"MFP","10-Feb-2024","26","10.00"
"MFP","10-Feb-2024","27","10.00"
"MFP","10-Feb-2024","28","9.80"
"MFP","10-Feb-2024","29","9.80"
"MFP","10-Feb-2024","30","9.80"
"MFP","10-Feb-2024","31","10.00"
"MFP","10-Feb-2024","32","10.00"
"MFP","10-Feb-2024","33","10.00"
"MFP","10-Feb-2024","34","10.00"
"MFP","10-Feb-2024","35","10.00"
"MFP","10-Feb-2024","36","9.94"
"MFP","10-Feb-2024","37","22.22"
"MFP","10-Feb-2024","38","10.00"
"MFP","10-Feb-2024","39","15.00"
"MFP","10-Feb-2024","40","10.00"
"MFP","10-Feb-2024","41","10.00"
"MFP","10-Feb-2024","42","10.00"
"MFP","10-Feb-2024","43","9.80"
"MFP","10-Feb-2024","44","9.80"
"MFP","10-Feb-2024","45","9.80"
"MFP","10-Feb-2024","46","9.80"
"MFP","10-Feb-2024","47","9.80"
"MFP","10-Feb-2024","48","9.80"
"MFP","11-Feb-2024","1","10.00"
"MFP","11-Feb-2024","2","9.80"
"MFP","11-Feb-2024","3","9.80"
"MFP","11-Feb-2024","4","9.80"
"MFP","11-Feb-2024","5","9.80"
"MFP","11-Feb-2024","6","9.80"
"MFP","11-Feb-2024","7","9.80"
"MFP","11-Feb-2024","8","9.80"
"MFP","11-Feb-2024","9","9.80"
"MFP","11-Feb-2024","10","9.80"
"MFP","11-Feb-2024","11","9.80"
"MFP","11-Feb-2024","12","10.00"
"MFP","11-Feb-2024","13","10.00"
"MFP","11-Feb-2024","14","10.04"
"MFP","11-Feb-2024","15","24.68"
"MFP","11-Feb-2024","16","10.04"
"MFP","11-Feb-2024","17","10.00"
"MFP","11-Feb-2024","18","24.68"
"MFP","11-Feb-2024","19","10.00"
"MFP","11-Feb-2024","20","10.00"
"MFP","11-Feb-2024","21","10.00"
"MFP","11-Feb-2024","22","10.00"
"MFP","11-Feb-2024","23","9.80"
"MFP","11-Feb-2024","24","9.80"
"MFP","11-Feb-2024","25","10.00"
"MFP","11-Feb-2024","26","10.00"
"MFP","11-Feb-2024","27","10.00"
"MFP","11-Feb-2024","28","9.80"
"MFP","11-Feb-2024","29","9.80"
"MFP","11-Feb-2024","30","10.00"
"MFP","11-Feb-2024","31","10.00"
